"","local_authority","phase_type","affordability","number_developments","rurality","housing_type","himidlow","number_beds","pupil_yield"
"2520","LA07","SS","Total","Total","Total","Total","Total","4..bed",0.3077
"2521","LA08","All Phases","Total","Total","Total","Total","Total","1.bed",0.5466
"2522","LA08","All Phases","Total","Total","Total","Total","Total","2.bed",1.3511
"2523","LA08","All Phases","Total","Total","Total","Total","Total","3.bed",1.2
"2524","LA08","All Phases","Total","Total","Total","Total","Total","4..bed",1.1014
"2525","LA08","AP","Total","Total","Total","Total","Total","1.bed",0
"2526","LA08","AP","Total","Total","Total","Total","Total","2.bed",0
"2527","LA08","AP","Total","Total","Total","Total","Total","3.bed",0.0167
"2528","LA08","AP","Total","Total","Total","Total","Total","4..bed",0.0145
"2529","LA08","EY","Total","Total","Total","Total","Total","1.bed",0.2236
"2530","LA08","EY","Total","Total","Total","Total","Total","2.bed",0.4809
"2531","LA08","EY","Total","Total","Total","Total","Total","3.bed",0.4
"2532","LA08","EY","Total","Total","Total","Total","Total","4..bed",0.2609
"2533","LA08","FE","Total","Total","Total","Total","Total","1.bed",0.087
"2534","LA08","FE","Total","Total","Total","Total","Total","2.bed",0.0763
"2535","LA08","FE","Total","Total","Total","Total","Total","3.bed",0.05
"2536","LA08","FE","Total","Total","Total","Total","Total","4..bed",0.1014
"2537","LA08","MAINSTREAM","Total","Total","Total","Total","Total","1.bed",0.5466
"2538","LA08","MAINSTREAM","Total","Total","Total","Total","Total","2.bed",1.3435
"2539","LA08","MAINSTREAM","Total","Total","Total","Total","Total","3.bed",1.1667
"2540","LA08","MAINSTREAM","Total","Total","Total","Total","Total","4..bed",1
"2541","LA08","PRU","Total","Total","Total","Total","Total","1.bed",0
"2542","LA08","PRU","Total","Total","Total","Total","Total","2.bed",0
"2543","LA08","PRU","Total","Total","Total","Total","Total","3.bed",0
"2544","LA08","PRU","Total","Total","Total","Total","Total","4..bed",0
"2545","LA08","PS","Total","Total","Total","Total","Total","1.bed",0.1553
"2546","LA08","PS","Total","Total","Total","Total","Total","2.bed",0.5573
"2547","LA08","PS","Total","Total","Total","Total","Total","3.bed",0.4
"2548","LA08","PS","Total","Total","Total","Total","Total","4..bed",0.4058
"2549","LA08","SEN","Total","Total","Total","Total","Total","1.bed",0
"2550","LA08","SEN","Total","Total","Total","Total","Total","2.bed",0.0076
"2551","LA08","SEN","Total","Total","Total","Total","Total","3.bed",0.0333
"2552","LA08","SEN","Total","Total","Total","Total","Total","4..bed",0.1014
"2553","LA08","SS","Total","Total","Total","Total","Total","1.bed",0.0807
"2554","LA08","SS","Total","Total","Total","Total","Total","2.bed",0.2366
"2555","LA08","SS","Total","Total","Total","Total","Total","3.bed",0.3333
"2556","LA08","SS","Total","Total","Total","Total","Total","4..bed",0.3188
"2557","LA09","All Phases","Total","Total","Total","Total","Total","1.bed",0.4426
"2558","LA09","All Phases","Total","Total","Total","Total","Total","2.bed",1.1475
"2559","LA09","All Phases","Total","Total","Total","Total","Total","3.bed",1.8926
"2560","LA09","All Phases","Total","Total","Total","Total","Total","4..bed",1.6444
"2561","LA09","AP","Total","Total","Total","Total","Total","1.bed",0
"2562","LA09","AP","Total","Total","Total","Total","Total","2.bed",0.0082
"2563","LA09","AP","Total","Total","Total","Total","Total","3.bed",0
"2564","LA09","AP","Total","Total","Total","Total","Total","4..bed",0
"2565","LA09","EY","Total","Total","Total","Total","Total","1.bed",0.1885
"2566","LA09","EY","Total","Total","Total","Total","Total","2.bed",0.4344
"2567","LA09","EY","Total","Total","Total","Total","Total","3.bed",0.686
"2568","LA09","EY","Total","Total","Total","Total","Total","4..bed",0.6222
"2569","LA09","FE","Total","Total","Total","Total","Total","1.bed",0.0328
"2570","LA09","FE","Total","Total","Total","Total","Total","2.bed",0.041
"2571","LA09","FE","Total","Total","Total","Total","Total","3.bed",0.1322
"2572","LA09","FE","Total","Total","Total","Total","Total","4..bed",0.1333
"2573","LA09","MAINSTREAM","Total","Total","Total","Total","Total","1.bed",0.4426
"2574","LA09","MAINSTREAM","Total","Total","Total","Total","Total","2.bed",1.123
"2575","LA09","MAINSTREAM","Total","Total","Total","Total","Total","3.bed",1.8264
"2576","LA09","MAINSTREAM","Total","Total","Total","Total","Total","4..bed",1.6222
"2577","LA09","PRU","Total","Total","Total","Total","Total","1.bed",0
"2578","LA09","PRU","Total","Total","Total","Total","Total","2.bed",0.0082
"2579","LA09","PRU","Total","Total","Total","Total","Total","3.bed",0.0248
"2580","LA09","PRU","Total","Total","Total","Total","Total","4..bed",0
"2581","LA09","PS","Total","Total","Total","Total","Total","1.bed",0.2049
"2582","LA09","PS","Total","Total","Total","Total","Total","2.bed",0.4344
"2583","LA09","PS","Total","Total","Total","Total","Total","3.bed",0.7107
"2584","LA09","PS","Total","Total","Total","Total","Total","4..bed",0.6444
"2585","LA09","SEN","Total","Total","Total","Total","Total","1.bed",0
"2586","LA09","SEN","Total","Total","Total","Total","Total","2.bed",0.0246
"2587","LA09","SEN","Total","Total","Total","Total","Total","3.bed",0.0661
"2588","LA09","SEN","Total","Total","Total","Total","Total","4..bed",0.0222
"2589","LA09","SS","Total","Total","Total","Total","Total","1.bed",0.0164
"2590","LA09","SS","Total","Total","Total","Total","Total","2.bed",0.2213
"2591","LA09","SS","Total","Total","Total","Total","Total","3.bed",0.3388
"2592","LA09","SS","Total","Total","Total","Total","Total","4..bed",0.2444
"2593","LA10","All Phases","Total","Total","Total","Total","Total","1.bed",0.6025
"2594","LA10","All Phases","Total","Total","Total","Total","Total","2.bed",1.2287
"2595","LA10","All Phases","Total","Total","Total","Total","Total","3.bed",1.2053
"2596","LA10","All Phases","Total","Total","Total","Total","Total","4..bed",2.5955
"2597","LA10","AP","Total","Total","Total","Total","Total","1.bed",0.0018
"2598","LA10","AP","Total","Total","Total","Total","Total","2.bed",0.0039
"2599","LA10","AP","Total","Total","Total","Total","Total","3.bed",0.0105
"2600","LA10","AP","Total","Total","Total","Total","Total","4..bed",0.0225
"2601","LA10","EY","Total","Total","Total","Total","Total","1.bed",0.3761
"2602","LA10","EY","Total","Total","Total","Total","Total","2.bed",0.6938
"2603","LA10","EY","Total","Total","Total","Total","Total","3.bed",0.5368
"2604","LA10","EY","Total","Total","Total","Total","Total","4..bed",0.6854
"2605","LA10","FE","Total","Total","Total","Total","Total","1.bed",0.0357
"2606","LA10","FE","Total","Total","Total","Total","Total","2.bed",0.0543
"2607","LA10","FE","Total","Total","Total","Total","Total","3.bed",0.0684
"2608","LA10","FE","Total","Total","Total","Total","Total","4..bed",0.1573
"2609","LA10","MAINSTREAM","Total","Total","Total","Total","Total","1.bed",0.5989
"2610","LA10","MAINSTREAM","Total","Total","Total","Total","Total","2.bed",1.2054
"2611","LA10","MAINSTREAM","Total","Total","Total","Total","Total","3.bed",1.1789
"2612","LA10","MAINSTREAM","Total","Total","Total","Total","Total","4..bed",2.4944
"2613","LA10","PRU","Total","Total","Total","Total","Total","1.bed",0
"2614","LA10","PRU","Total","Total","Total","Total","Total","2.bed",0
"2615","LA10","PRU","Total","Total","Total","Total","Total","3.bed",0
"2616","LA10","PRU","Total","Total","Total","Total","Total","4..bed",0
"2617","LA10","PS","Total","Total","Total","Total","Total","1.bed",0.1462
"2618","LA10","PS","Total","Total","Total","Total","Total","2.bed",0.3527
"2619","LA10","PS","Total","Total","Total","Total","Total","3.bed",0.4053
"2620","LA10","PS","Total","Total","Total","Total","Total","4..bed",1.1348
"2621","LA10","SEN","Total","Total","Total","Total","Total","1.bed",0.0036
"2622","LA10","SEN","Total","Total","Total","Total","Total","2.bed",0.0233
"2623","LA10","SEN","Total","Total","Total","Total","Total","3.bed",0.0263
"2624","LA10","SEN","Total","Total","Total","Total","Total","4..bed",0.1011
"2625","LA10","SS","Total","Total","Total","Total","Total","1.bed",0.0428
"2626","LA10","SS","Total","Total","Total","Total","Total","2.bed",0.1202
"2627","LA10","SS","Total","Total","Total","Total","Total","3.bed",0.1842
"2628","LA10","SS","Total","Total","Total","Total","Total","4..bed",0.5955
"2629","LA11","All Phases","Total","Total","Total","Total","Total","1.bed",0.7292
"2630","LA11","All Phases","Total","Total","Total","Total","Total","2.bed",2.0526
"2631","LA11","All Phases","Total","Total","Total","Total","Total","3.bed",1.037
"2632","LA11","All Phases","Total","Total","Total","Total","Total","4..bed",1.8333
"2633","LA11","AP","Total","Total","Total","Total","Total","1.bed",0
"2634","LA11","AP","Total","Total","Total","Total","Total","2.bed",0
"2635","LA11","AP","Total","Total","Total","Total","Total","3.bed",0
"2636","LA11","AP","Total","Total","Total","Total","Total","4..bed",0
"2637","LA11","EY","Total","Total","Total","Total","Total","1.bed",0.4375
"2638","LA11","EY","Total","Total","Total","Total","Total","2.bed",1.0526
"2639","LA11","EY","Total","Total","Total","Total","Total","3.bed",0.2222
"2640","LA11","EY","Total","Total","Total","Total","Total","4..bed",0.6667
"2641","LA11","FE","Total","Total","Total","Total","Total","1.bed",0.0833
"2642","LA11","FE","Total","Total","Total","Total","Total","2.bed",0.2105
"2643","LA11","FE","Total","Total","Total","Total","Total","3.bed",0.1852
"2644","LA11","FE","Total","Total","Total","Total","Total","4..bed",0
"2645","LA11","MAINSTREAM","Total","Total","Total","Total","Total","1.bed",0.7292
"2646","LA11","MAINSTREAM","Total","Total","Total","Total","Total","2.bed",2.0526
"2647","LA11","MAINSTREAM","Total","Total","Total","Total","Total","3.bed",1.037
"2648","LA11","MAINSTREAM","Total","Total","Total","Total","Total","4..bed",1.8333
"2649","LA11","PRU","Total","Total","Total","Total","Total","1.bed",0
"2650","LA11","PRU","Total","Total","Total","Total","Total","2.bed",0
"2651","LA11","PRU","Total","Total","Total","Total","Total","3.bed",0
"2652","LA11","PRU","Total","Total","Total","Total","Total","4..bed",0
"2653","LA11","PS","Total","Total","Total","Total","Total","1.bed",0.0625
"2654","LA11","PS","Total","Total","Total","Total","Total","2.bed",0.6316
"2655","LA11","PS","Total","Total","Total","Total","Total","3.bed",0.3704
"2656","LA11","PS","Total","Total","Total","Total","Total","4..bed",0.6667
"2657","LA11","SEN","Total","Total","Total","Total","Total","1.bed",0
"2658","LA11","SEN","Total","Total","Total","Total","Total","2.bed",0
"2659","LA11","SEN","Total","Total","Total","Total","Total","3.bed",0
"2660","LA11","SEN","Total","Total","Total","Total","Total","4..bed",0
"2661","LA11","SS","Total","Total","Total","Total","Total","1.bed",0.1458
"2662","LA11","SS","Total","Total","Total","Total","Total","2.bed",0.1579
"2663","LA11","SS","Total","Total","Total","Total","Total","3.bed",0.2593
"2664","LA11","SS","Total","Total","Total","Total","Total","4..bed",0.5
"2665","LA12","All Phases","Total","Total","Total","Total","Total","1.bed",0.5984
"2666","LA12","All Phases","Total","Total","Total","Total","Total","2.bed",1.5137
"2667","LA12","All Phases","Total","Total","Total","Total","Total","3.bed",2.6075
"2668","LA12","All Phases","Total","Total","Total","Total","Total","4..bed",3.3167
"2669","LA12","AP","Total","Total","Total","Total","Total","1.bed",0.002
"2670","LA12","AP","Total","Total","Total","Total","Total","2.bed",0.0068
"2671","LA12","AP","Total","Total","Total","Total","Total","3.bed",0.0093
"2672","LA12","AP","Total","Total","Total","Total","Total","4..bed",0
"2673","LA12","EY","Total","Total","Total","Total","Total","1.bed",0.2961
"2674","LA12","EY","Total","Total","Total","Total","Total","2.bed",0.6438
"2675","LA12","EY","Total","Total","Total","Total","Total","3.bed",0.5888
"2676","LA12","EY","Total","Total","Total","Total","Total","4..bed",1.0667
"2677","LA12","FE","Total","Total","Total","Total","Total","1.bed",0.0467
"2678","LA12","FE","Total","Total","Total","Total","Total","2.bed",0.1164
"2679","LA12","FE","Total","Total","Total","Total","Total","3.bed",0.1963
"2680","LA12","FE","Total","Total","Total","Total","Total","4..bed",0.2
"2681","LA12","MAINSTREAM","Total","Total","Total","Total","Total","1.bed",0.5903
"2682","LA12","MAINSTREAM","Total","Total","Total","Total","Total","2.bed",1.5068
"2683","LA12","MAINSTREAM","Total","Total","Total","Total","Total","3.bed",2.486
"2684","LA12","MAINSTREAM","Total","Total","Total","Total","Total","4..bed",3.3167
"2685","LA12","PRU","Total","Total","Total","Total","Total","1.bed",0
"2686","LA12","PRU","Total","Total","Total","Total","Total","2.bed",0
"2687","LA12","PRU","Total","Total","Total","Total","Total","3.bed",0.0093
"2688","LA12","PRU","Total","Total","Total","Total","Total","4..bed",0
"2689","LA12","PS","Total","Total","Total","Total","Total","1.bed",0.2008
"2690","LA12","PS","Total","Total","Total","Total","Total","2.bed",0.6301
"2691","LA12","PS","Total","Total","Total","Total","Total","3.bed",1.243
"2692","LA12","PS","Total","Total","Total","Total","Total","4..bed",1.3333
"2693","LA12","SEN","Total","Total","Total","Total","Total","1.bed",0.0081
"2694","LA12","SEN","Total","Total","Total","Total","Total","2.bed",0.0068
"2695","LA12","SEN","Total","Total","Total","Total","Total","3.bed",0.1215
"2696","LA12","SEN","Total","Total","Total","Total","Total","4..bed",0
"2697","LA12","SS","Total","Total","Total","Total","Total","1.bed",0.0527
"2698","LA12","SS","Total","Total","Total","Total","Total","2.bed",0.1164
"2699","LA12","SS","Total","Total","Total","Total","Total","3.bed",0.5607
"2700","LA12","SS","Total","Total","Total","Total","Total","4..bed",0.7167
"2701","LA13","All Phases","Total","Total","Total","Total","Total","1.bed",0.1644
"2702","LA13","All Phases","Total","Total","Total","Total","Total","2.bed",0.8333
"2703","LA13","All Phases","Total","Total","Total","Total","Total","3.bed",1.7547
"2704","LA13","All Phases","Total","Total","Total","Total","Total","4..bed",2.3
"2705","LA13","AP","Total","Total","Total","Total","Total","1.bed",0
"2706","LA13","AP","Total","Total","Total","Total","Total","2.bed",0
"2707","LA13","AP","Total","Total","Total","Total","Total","3.bed",0
"2708","LA13","AP","Total","Total","Total","Total","Total","4..bed",0
"2709","LA13","EY","Total","Total","Total","Total","Total","1.bed",0.0822
"2710","LA13","EY","Total","Total","Total","Total","Total","2.bed",0.4286
"2711","LA13","EY","Total","Total","Total","Total","Total","3.bed",0.5094
"2712","LA13","EY","Total","Total","Total","Total","Total","4..bed",0.85
"2713","LA13","FE","Total","Total","Total","Total","Total","1.bed",0.0411
"2714","LA13","FE","Total","Total","Total","Total","Total","2.bed",0.0476
"2715","LA13","FE","Total","Total","Total","Total","Total","3.bed",0.1509
"2716","LA13","FE","Total","Total","Total","Total","Total","4..bed",0.45
"2717","LA13","MAINSTREAM","Total","Total","Total","Total","Total","1.bed",0.1507
"2718","LA13","MAINSTREAM","Total","Total","Total","Total","Total","2.bed",0.8214
"2719","LA13","MAINSTREAM","Total","Total","Total","Total","Total","3.bed",1.717
"2720","LA13","MAINSTREAM","Total","Total","Total","Total","Total","4..bed",2.3
"2721","LA13","PRU","Total","Total","Total","Total","Total","1.bed",0
"2722","LA13","PRU","Total","Total","Total","Total","Total","2.bed",0
"2723","LA13","PRU","Total","Total","Total","Total","Total","3.bed",0
"2724","LA13","PRU","Total","Total","Total","Total","Total","4..bed",0
"2725","LA13","PS","Total","Total","Total","Total","Total","1.bed",0.0274
"2726","LA13","PS","Total","Total","Total","Total","Total","2.bed",0.2976
"2727","LA13","PS","Total","Total","Total","Total","Total","3.bed",0.7547
"2728","LA13","PS","Total","Total","Total","Total","Total","4..bed",0.55
"2729","LA13","SEN","Total","Total","Total","Total","Total","1.bed",0.0137
"2730","LA13","SEN","Total","Total","Total","Total","Total","2.bed",0.0119
"2731","LA13","SEN","Total","Total","Total","Total","Total","3.bed",0.0377
"2732","LA13","SEN","Total","Total","Total","Total","Total","4..bed",0
"2733","LA13","SS","Total","Total","Total","Total","Total","1.bed",0.0137
"2734","LA13","SS","Total","Total","Total","Total","Total","2.bed",0.0595
"2735","LA13","SS","Total","Total","Total","Total","Total","3.bed",0.3396
"2736","LA13","SS","Total","Total","Total","Total","Total","4..bed",0.45
"2737","LA14","All Phases","Total","Total","Total","Total","Total","1.bed",0.6712
"2738","LA14","All Phases","Total","Total","Total","Total","Total","2.bed",0.6286
"2739","LA14","All Phases","Total","Total","Total","Total","Total","3.bed",1.2137
"2740","LA14","All Phases","Total","Total","Total","Total","Total","4..bed",1.2025
"2741","LA14","AP","Total","Total","Total","Total","Total","1.bed",0
"2742","LA14","AP","Total","Total","Total","Total","Total","2.bed",0
"2743","LA14","AP","Total","Total","Total","Total","Total","3.bed",0.0085
"2744","LA14","AP","Total","Total","Total","Total","Total","4..bed",0
"2745","LA14","EY","Total","Total","Total","Total","Total","1.bed",0.2466
"2746","LA14","EY","Total","Total","Total","Total","Total","2.bed",0.3857
"2747","LA14","EY","Total","Total","Total","Total","Total","3.bed",0.359
"2748","LA14","EY","Total","Total","Total","Total","Total","4..bed",0.3924
"2749","LA14","FE","Total","Total","Total","Total","Total","1.bed",0.1096
"2750","LA14","FE","Total","Total","Total","Total","Total","2.bed",0.0357
"2751","LA14","FE","Total","Total","Total","Total","Total","3.bed",0.0684
"2752","LA14","FE","Total","Total","Total","Total","Total","4..bed",0.1392
"2753","LA14","MAINSTREAM","Total","Total","Total","Total","Total","1.bed",0.6438
"2754","LA14","MAINSTREAM","Total","Total","Total","Total","Total","2.bed",0.6286
"2755","LA14","MAINSTREAM","Total","Total","Total","Total","Total","3.bed",1.188
"2756","LA14","MAINSTREAM","Total","Total","Total","Total","Total","4..bed",1.2025
"2757","LA14","PRU","Total","Total","Total","Total","Total","1.bed",0.0068
"2758","LA14","PRU","Total","Total","Total","Total","Total","2.bed",0
"2759","LA14","PRU","Total","Total","Total","Total","Total","3.bed",0
"2760","LA14","PRU","Total","Total","Total","Total","Total","4..bed",0
"2761","LA14","PS","Total","Total","Total","Total","Total","1.bed",0.1781
"2762","LA14","PS","Total","Total","Total","Total","Total","2.bed",0.15
"2763","LA14","PS","Total","Total","Total","Total","Total","3.bed",0.5128
"2764","LA14","PS","Total","Total","Total","Total","Total","4..bed",0.443
"2765","LA14","SEN","Total","Total","Total","Total","Total","1.bed",0.0274
"2766","LA14","SEN","Total","Total","Total","Total","Total","2.bed",0
"2767","LA14","SEN","Total","Total","Total","Total","Total","3.bed",0.0256
"2768","LA14","SEN","Total","Total","Total","Total","Total","4..bed",0
"2769","LA14","SS","Total","Total","Total","Total","Total","1.bed",0.1301
"2770","LA14","SS","Total","Total","Total","Total","Total","2.bed",0.0571
"2771","LA14","SS","Total","Total","Total","Total","Total","3.bed",0.265
"2772","LA14","SS","Total","Total","Total","Total","Total","4..bed",0.2278
"2773","LA01","All Phases","affordable.housing","Total","Total","Total","high","Total",0
"2774","LA01","All Phases","affordable.housing","Total","Total","Total","mid","Total",2.7955
"2775","LA01","All Phases","affordable.housing","Total","Total","Total","low","Total",0.741
"2776","LA01","All Phases","market.housing","Total","Total","Total","high","Total",0
"2777","LA01","All Phases","market.housing","Total","Total","Total","mid","Total",0.8072
"2778","LA01","All Phases","market.housing","Total","Total","Total","low","Total",0.8624
"2779","LA01","AP","affordable.housing","Total","Total","Total","high","Total",0
"2780","LA01","AP","affordable.housing","Total","Total","Total","mid","Total",0
"2781","LA01","AP","affordable.housing","Total","Total","Total","low","Total",0
"2782","LA01","AP","market.housing","Total","Total","Total","high","Total",0
"2783","LA01","AP","market.housing","Total","Total","Total","mid","Total",0
"2784","LA01","AP","market.housing","Total","Total","Total","low","Total",0
"2785","LA01","EY","affordable.housing","Total","Total","Total","high","Total",0
"2786","LA01","EY","affordable.housing","Total","Total","Total","mid","Total",1.0864
"2787","LA01","EY","affordable.housing","Total","Total","Total","low","Total",0.3453
"2788","LA01","EY","market.housing","Total","Total","Total","high","Total",0
"2789","LA01","EY","market.housing","Total","Total","Total","mid","Total",0.411
"2790","LA01","EY","market.housing","Total","Total","Total","low","Total",0.4339
"2791","LA01","FE","affordable.housing","Total","Total","Total","high","Total",0
"2792","LA01","FE","affordable.housing","Total","Total","Total","mid","Total",0.2773
"2793","LA01","FE","affordable.housing","Total","Total","Total","low","Total",0.0791
"2794","LA01","FE","market.housing","Total","Total","Total","high","Total",0
"2795","LA01","FE","market.housing","Total","Total","Total","mid","Total",0.0551
"2796","LA01","FE","market.housing","Total","Total","Total","low","Total",0.0317
"2797","LA01","MAINSTREAM","affordable.housing","Total","Total","Total","high","Total",0
"2798","LA01","MAINSTREAM","affordable.housing","Total","Total","Total","mid","Total",2.7318
"2799","LA01","MAINSTREAM","affordable.housing","Total","Total","Total","low","Total",0.7266
"2800","LA01","MAINSTREAM","market.housing","Total","Total","Total","high","Total",0
"2801","LA01","MAINSTREAM","market.housing","Total","Total","Total","mid","Total",0.7987
"2802","LA01","MAINSTREAM","market.housing","Total","Total","Total","low","Total",0.8571
"2803","LA01","PRU","affordable.housing","Total","Total","Total","high","Total",0
"2804","LA01","PRU","affordable.housing","Total","Total","Total","mid","Total",0.0045
"2805","LA01","PRU","affordable.housing","Total","Total","Total","low","Total",0.0072
"2806","LA01","PRU","market.housing","Total","Total","Total","high","Total",0
"2807","LA01","PRU","market.housing","Total","Total","Total","mid","Total",0
"2808","LA01","PRU","market.housing","Total","Total","Total","low","Total",0
"2809","LA01","PS","affordable.housing","Total","Total","Total","high","Total",0
"2810","LA01","PS","affordable.housing","Total","Total","Total","mid","Total",1.0182
"2811","LA01","PS","affordable.housing","Total","Total","Total","low","Total",0.2374
"2812","LA01","PS","market.housing","Total","Total","Total","high","Total",0
"2813","LA01","PS","market.housing","Total","Total","Total","mid","Total",0.2479
"2814","LA01","PS","market.housing","Total","Total","Total","low","Total",0.2857
"2815","LA01","SEN","affordable.housing","Total","Total","Total","high","Total",0
"2816","LA01","SEN","affordable.housing","Total","Total","Total","mid","Total",0.0636
"2817","LA01","SEN","affordable.housing","Total","Total","Total","low","Total",0.0144
"2818","LA01","SEN","market.housing","Total","Total","Total","high","Total",0
"2819","LA01","SEN","market.housing","Total","Total","Total","mid","Total",0.0085
"2820","LA01","SEN","market.housing","Total","Total","Total","low","Total",0.0053
"2821","LA01","SS","affordable.housing","Total","Total","Total","high","Total",0
"2822","LA01","SS","affordable.housing","Total","Total","Total","mid","Total",0.4045
"2823","LA01","SS","affordable.housing","Total","Total","Total","low","Total",0.0719
"2824","LA01","SS","market.housing","Total","Total","Total","high","Total",0
"2825","LA01","SS","market.housing","Total","Total","Total","mid","Total",0.0869
"2826","LA01","SS","market.housing","Total","Total","Total","low","Total",0.1058
"2827","LA02","All Phases","affordable.housing","Total","Total","Total","high","Total",2.3
"2828","LA02","All Phases","affordable.housing","Total","Total","Total","mid","Total",1.8873
"2829","LA02","All Phases","affordable.housing","Total","Total","Total","low","Total",0.9189
"2830","LA02","All Phases","market.housing","Total","Total","Total","high","Total",0
"2831","LA02","All Phases","market.housing","Total","Total","Total","mid","Total",0.57
"2832","LA02","All Phases","market.housing","Total","Total","Total","low","Total",0.6907
"2833","LA02","AP","affordable.housing","Total","Total","Total","high","Total",0
"2834","LA02","AP","affordable.housing","Total","Total","Total","mid","Total",0
"2835","LA02","AP","affordable.housing","Total","Total","Total","low","Total",0.027
"2836","LA02","AP","market.housing","Total","Total","Total","high","Total",0
"2837","LA02","AP","market.housing","Total","Total","Total","mid","Total",0
"2838","LA02","AP","market.housing","Total","Total","Total","low","Total",0.0103
"2839","LA02","EY","affordable.housing","Total","Total","Total","high","Total",1.2
"2840","LA02","EY","affordable.housing","Total","Total","Total","mid","Total",0.6761
"2841","LA02","EY","affordable.housing","Total","Total","Total","low","Total",0.3514
"2842","LA02","EY","market.housing","Total","Total","Total","high","Total",0
"2843","LA02","EY","market.housing","Total","Total","Total","mid","Total",0.19
"2844","LA02","EY","market.housing","Total","Total","Total","low","Total",0.2268
"2845","LA02","FE","affordable.housing","Total","Total","Total","high","Total",0.1
"2846","LA02","FE","affordable.housing","Total","Total","Total","mid","Total",0.0704
"2847","LA02","FE","affordable.housing","Total","Total","Total","low","Total",0.0541
"2848","LA02","FE","market.housing","Total","Total","Total","high","Total",0
"2849","LA02","FE","market.housing","Total","Total","Total","mid","Total",0.1
"2850","LA02","FE","market.housing","Total","Total","Total","low","Total",0.0722
"2851","LA02","MAINSTREAM","affordable.housing","Total","Total","Total","high","Total",2.2
"2852","LA02","MAINSTREAM","affordable.housing","Total","Total","Total","mid","Total",1.831
"2853","LA02","MAINSTREAM","affordable.housing","Total","Total","Total","low","Total",0.8649
"2854","LA02","MAINSTREAM","market.housing","Total","Total","Total","high","Total",0
"2855","LA02","MAINSTREAM","market.housing","Total","Total","Total","mid","Total",0.57
"2856","LA02","MAINSTREAM","market.housing","Total","Total","Total","low","Total",0.6701
"2857","LA02","PRU","affordable.housing","Total","Total","Total","high","Total",0
"2858","LA02","PRU","affordable.housing","Total","Total","Total","mid","Total",0.0141
"2859","LA02","PRU","affordable.housing","Total","Total","Total","low","Total",0
"2860","LA02","PRU","market.housing","Total","Total","Total","high","Total",0
"2861","LA02","PRU","market.housing","Total","Total","Total","mid","Total",0
"2862","LA02","PRU","market.housing","Total","Total","Total","low","Total",0
"2863","LA02","PS","affordable.housing","Total","Total","Total","high","Total",1
"2864","LA02","PS","affordable.housing","Total","Total","Total","mid","Total",0.7746
"2865","LA02","PS","affordable.housing","Total","Total","Total","low","Total",0.3514
"2866","LA02","PS","market.housing","Total","Total","Total","high","Total",0
"2867","LA02","PS","market.housing","Total","Total","Total","mid","Total",0.21
"2868","LA02","PS","market.housing","Total","Total","Total","low","Total",0.2474
"2869","LA02","SEN","affordable.housing","Total","Total","Total","high","Total",0.1
"2870","LA02","SEN","affordable.housing","Total","Total","Total","mid","Total",0.0563
"2871","LA02","SEN","affordable.housing","Total","Total","Total","low","Total",0.0541
"2872","LA02","SEN","market.housing","Total","Total","Total","high","Total",0
"2873","LA02","SEN","market.housing","Total","Total","Total","mid","Total",0
"2874","LA02","SEN","market.housing","Total","Total","Total","low","Total",0.0206
"2875","LA02","SS","affordable.housing","Total","Total","Total","high","Total",0
"2876","LA02","SS","affordable.housing","Total","Total","Total","mid","Total",0.3521
"2877","LA02","SS","affordable.housing","Total","Total","Total","low","Total",0.1351
"2878","LA02","SS","market.housing","Total","Total","Total","high","Total",0
"2879","LA02","SS","market.housing","Total","Total","Total","mid","Total",0.07
"2880","LA02","SS","market.housing","Total","Total","Total","low","Total",0.134
"2881","LA03","All Phases","affordable.housing","Total","Total","Total","high","Total",0
"2882","LA03","All Phases","affordable.housing","Total","Total","Total","mid","Total",2.2397
"2883","LA03","All Phases","affordable.housing","Total","Total","Total","low","Total",1.4222
"2884","LA03","All Phases","market.housing","Total","Total","Total","high","Total",0
"2885","LA03","All Phases","market.housing","Total","Total","Total","mid","Total",1.1404
"2886","LA03","All Phases","market.housing","Total","Total","Total","low","Total",0.6566
"2887","LA03","AP","affordable.housing","Total","Total","Total","high","Total",0
"2888","LA03","AP","affordable.housing","Total","Total","Total","mid","Total",0.0083
"2889","LA03","AP","affordable.housing","Total","Total","Total","low","Total",0.0222
"2890","LA03","AP","market.housing","Total","Total","Total","high","Total",0
"2891","LA03","AP","market.housing","Total","Total","Total","mid","Total",0
"2892","LA03","AP","market.housing","Total","Total","Total","low","Total",0
"2893","LA03","EY","affordable.housing","Total","Total","Total","high","Total",0
"2894","LA03","EY","affordable.housing","Total","Total","Total","mid","Total",1.1405
"2895","LA03","EY","affordable.housing","Total","Total","Total","low","Total",0.8222
"2896","LA03","EY","market.housing","Total","Total","Total","high","Total",0
"2897","LA03","EY","market.housing","Total","Total","Total","mid","Total",0.5614
"2898","LA03","EY","market.housing","Total","Total","Total","low","Total",0.2892
"2899","LA03","FE","affordable.housing","Total","Total","Total","high","Total",0
"2900","LA03","FE","affordable.housing","Total","Total","Total","mid","Total",0.1901
"2901","LA03","FE","affordable.housing","Total","Total","Total","low","Total",0.0889
"2902","LA03","FE","market.housing","Total","Total","Total","high","Total",0
"2903","LA03","FE","market.housing","Total","Total","Total","mid","Total",0.0702
