"","local_authority","phase_type","affordability","number_developments","rurality","housing_type","himidlow","number_beds","pupil_yield"
"2904","LA03","FE","market.housing","Total","Total","Total","low","Total",0.1024
"2905","LA03","MAINSTREAM","affordable.housing","Total","Total","Total","high","Total",0
"2906","LA03","MAINSTREAM","affordable.housing","Total","Total","Total","mid","Total",2.1901
"2907","LA03","MAINSTREAM","affordable.housing","Total","Total","Total","low","Total",1.4
"2908","LA03","MAINSTREAM","market.housing","Total","Total","Total","high","Total",0
"2909","LA03","MAINSTREAM","market.housing","Total","Total","Total","mid","Total",1.1404
"2910","LA03","MAINSTREAM","market.housing","Total","Total","Total","low","Total",0.6506
"2911","LA03","PRU","affordable.housing","Total","Total","Total","high","Total",0
"2912","LA03","PRU","affordable.housing","Total","Total","Total","mid","Total",0
"2913","LA03","PRU","affordable.housing","Total","Total","Total","low","Total",0
"2914","LA03","PRU","market.housing","Total","Total","Total","high","Total",0
"2915","LA03","PRU","market.housing","Total","Total","Total","mid","Total",0
"2916","LA03","PRU","market.housing","Total","Total","Total","low","Total",0
"2917","LA03","PS","affordable.housing","Total","Total","Total","high","Total",0
"2918","LA03","PS","affordable.housing","Total","Total","Total","mid","Total",0.6033
"2919","LA03","PS","affordable.housing","Total","Total","Total","low","Total",0.2889
"2920","LA03","PS","market.housing","Total","Total","Total","high","Total",0
"2921","LA03","PS","market.housing","Total","Total","Total","mid","Total",0.3333
"2922","LA03","PS","market.housing","Total","Total","Total","low","Total",0.1867
"2923","LA03","SEN","affordable.housing","Total","Total","Total","high","Total",0
"2924","LA03","SEN","affordable.housing","Total","Total","Total","mid","Total",0.0496
"2925","LA03","SEN","affordable.housing","Total","Total","Total","low","Total",0.0222
"2926","LA03","SEN","market.housing","Total","Total","Total","high","Total",0
"2927","LA03","SEN","market.housing","Total","Total","Total","mid","Total",0
"2928","LA03","SEN","market.housing","Total","Total","Total","low","Total",0.006
"2929","LA03","SS","affordable.housing","Total","Total","Total","high","Total",0
"2930","LA03","SS","affordable.housing","Total","Total","Total","mid","Total",0.2975
"2931","LA03","SS","affordable.housing","Total","Total","Total","low","Total",0.2
"2932","LA03","SS","market.housing","Total","Total","Total","high","Total",0
"2933","LA03","SS","market.housing","Total","Total","Total","mid","Total",0.1754
"2934","LA03","SS","market.housing","Total","Total","Total","low","Total",0.0783
"2935","LA04","All Phases","affordable.housing","Total","Total","Total","high","Total",1.4364
"2936","LA04","All Phases","affordable.housing","Total","Total","Total","mid","Total",1.8485
"2937","LA04","All Phases","affordable.housing","Total","Total","Total","low","Total",2.2558
"2938","LA04","All Phases","market.housing","Total","Total","Total","high","Total",0
"2939","LA04","All Phases","market.housing","Total","Total","Total","mid","Total",0.4746
"2940","LA04","All Phases","market.housing","Total","Total","Total","low","Total",1
"2941","LA04","AP","affordable.housing","Total","Total","Total","high","Total",0
"2942","LA04","AP","affordable.housing","Total","Total","Total","mid","Total",0
"2943","LA04","AP","affordable.housing","Total","Total","Total","low","Total",0
"2944","LA04","AP","market.housing","Total","Total","Total","high","Total",0
"2945","LA04","AP","market.housing","Total","Total","Total","mid","Total",0
"2946","LA04","AP","market.housing","Total","Total","Total","low","Total",0
"2947","LA04","EY","affordable.housing","Total","Total","Total","high","Total",0.8909
"2948","LA04","EY","affordable.housing","Total","Total","Total","mid","Total",1.1212
"2949","LA04","EY","affordable.housing","Total","Total","Total","low","Total",1
"2950","LA04","EY","market.housing","Total","Total","Total","high","Total",0
"2951","LA04","EY","market.housing","Total","Total","Total","mid","Total",0.2034
"2952","LA04","EY","market.housing","Total","Total","Total","low","Total",0.3446
"2953","LA04","FE","affordable.housing","Total","Total","Total","high","Total",0.0909
"2954","LA04","FE","affordable.housing","Total","Total","Total","mid","Total",0.1212
"2955","LA04","FE","affordable.housing","Total","Total","Total","low","Total",0.1628
"2956","LA04","FE","market.housing","Total","Total","Total","high","Total",0
"2957","LA04","FE","market.housing","Total","Total","Total","mid","Total",0
"2958","LA04","FE","market.housing","Total","Total","Total","low","Total",0.1081
"2959","LA04","MAINSTREAM","affordable.housing","Total","Total","Total","high","Total",1.4182
"2960","LA04","MAINSTREAM","affordable.housing","Total","Total","Total","mid","Total",1.8182
"2961","LA04","MAINSTREAM","affordable.housing","Total","Total","Total","low","Total",2.2326
"2962","LA04","MAINSTREAM","market.housing","Total","Total","Total","high","Total",0
"2963","LA04","MAINSTREAM","market.housing","Total","Total","Total","mid","Total",0.4746
"2964","LA04","MAINSTREAM","market.housing","Total","Total","Total","low","Total",0.973
"2965","LA04","PRU","affordable.housing","Total","Total","Total","high","Total",0
"2966","LA04","PRU","affordable.housing","Total","Total","Total","mid","Total",0
"2967","LA04","PRU","affordable.housing","Total","Total","Total","low","Total",0
"2968","LA04","PRU","market.housing","Total","Total","Total","high","Total",0
"2969","LA04","PRU","market.housing","Total","Total","Total","mid","Total",0
"2970","LA04","PRU","market.housing","Total","Total","Total","low","Total",0
"2971","LA04","PS","affordable.housing","Total","Total","Total","high","Total",0.4182
"2972","LA04","PS","affordable.housing","Total","Total","Total","mid","Total",0.3939
"2973","LA04","PS","affordable.housing","Total","Total","Total","low","Total",0.7907
"2974","LA04","PS","market.housing","Total","Total","Total","high","Total",0
"2975","LA04","PS","market.housing","Total","Total","Total","mid","Total",0.2203
"2976","LA04","PS","market.housing","Total","Total","Total","low","Total",0.3176
"2977","LA04","SEN","affordable.housing","Total","Total","Total","high","Total",0.0182
"2978","LA04","SEN","affordable.housing","Total","Total","Total","mid","Total",0.0303
"2979","LA04","SEN","affordable.housing","Total","Total","Total","low","Total",0.0233
"2980","LA04","SEN","market.housing","Total","Total","Total","high","Total",0
"2981","LA04","SEN","market.housing","Total","Total","Total","mid","Total",0
"2982","LA04","SEN","market.housing","Total","Total","Total","low","Total",0.027
"2983","LA04","SS","affordable.housing","Total","Total","Total","high","Total",0.0364
"2984","LA04","SS","affordable.housing","Total","Total","Total","mid","Total",0.2121
"2985","LA04","SS","affordable.housing","Total","Total","Total","low","Total",0.3023
"2986","LA04","SS","market.housing","Total","Total","Total","high","Total",0
"2987","LA04","SS","market.housing","Total","Total","Total","mid","Total",0.0508
"2988","LA04","SS","market.housing","Total","Total","Total","low","Total",0.2297
"2989","LA05","All Phases","affordable.housing","Total","Total","Total","high","Total",0
"2990","LA05","All Phases","affordable.housing","Total","Total","Total","mid","Total",0.9835
"2991","LA05","All Phases","affordable.housing","Total","Total","Total","low","Total",0
"2992","LA05","All Phases","market.housing","Total","Total","Total","high","Total",0
"2993","LA05","All Phases","market.housing","Total","Total","Total","mid","Total",0
"2994","LA05","All Phases","market.housing","Total","Total","Total","low","Total",0.3
"2995","LA05","AP","affordable.housing","Total","Total","Total","high","Total",0
"2996","LA05","AP","affordable.housing","Total","Total","Total","mid","Total",0.0055
"2997","LA05","AP","affordable.housing","Total","Total","Total","low","Total",0
"2998","LA05","AP","market.housing","Total","Total","Total","high","Total",0
"2999","LA05","AP","market.housing","Total","Total","Total","mid","Total",0
"3000","LA05","AP","market.housing","Total","Total","Total","low","Total",0
"3001","LA05","EY","affordable.housing","Total","Total","Total","high","Total",0
"3002","LA05","EY","affordable.housing","Total","Total","Total","mid","Total",0.3297
"3003","LA05","EY","affordable.housing","Total","Total","Total","low","Total",0
"3004","LA05","EY","market.housing","Total","Total","Total","high","Total",0
"3005","LA05","EY","market.housing","Total","Total","Total","mid","Total",0
"3006","LA05","EY","market.housing","Total","Total","Total","low","Total",0.1
"3007","LA05","FE","affordable.housing","Total","Total","Total","high","Total",0
"3008","LA05","FE","affordable.housing","Total","Total","Total","mid","Total",0.0989
"3009","LA05","FE","affordable.housing","Total","Total","Total","low","Total",0
"3010","LA05","FE","market.housing","Total","Total","Total","high","Total",0
"3011","LA05","FE","market.housing","Total","Total","Total","mid","Total",0
"3012","LA05","FE","market.housing","Total","Total","Total","low","Total",0
"3013","LA05","MAINSTREAM","affordable.housing","Total","Total","Total","high","Total",0
"3014","LA05","MAINSTREAM","affordable.housing","Total","Total","Total","mid","Total",0.9615
"3015","LA05","MAINSTREAM","affordable.housing","Total","Total","Total","low","Total",0
"3016","LA05","MAINSTREAM","market.housing","Total","Total","Total","high","Total",0
"3017","LA05","MAINSTREAM","market.housing","Total","Total","Total","mid","Total",0
"3018","LA05","MAINSTREAM","market.housing","Total","Total","Total","low","Total",0.3
"3019","LA05","PRU","affordable.housing","Total","Total","Total","high","Total",0
"3020","LA05","PRU","affordable.housing","Total","Total","Total","mid","Total",0.0055
"3021","LA05","PRU","affordable.housing","Total","Total","Total","low","Total",0
"3022","LA05","PRU","market.housing","Total","Total","Total","high","Total",0
"3023","LA05","PRU","market.housing","Total","Total","Total","mid","Total",0
"3024","LA05","PRU","market.housing","Total","Total","Total","low","Total",0
"3025","LA05","PS","affordable.housing","Total","Total","Total","high","Total",0
"3026","LA05","PS","affordable.housing","Total","Total","Total","mid","Total",0.4011
"3027","LA05","PS","affordable.housing","Total","Total","Total","low","Total",0
"3028","LA05","PS","market.housing","Total","Total","Total","high","Total",0
"3029","LA05","PS","market.housing","Total","Total","Total","mid","Total",0
"3030","LA05","PS","market.housing","Total","Total","Total","low","Total",0.2
"3031","LA05","SEN","affordable.housing","Total","Total","Total","high","Total",0
"3032","LA05","SEN","affordable.housing","Total","Total","Total","mid","Total",0.022
"3033","LA05","SEN","affordable.housing","Total","Total","Total","low","Total",0
"3034","LA05","SEN","market.housing","Total","Total","Total","high","Total",0
"3035","LA05","SEN","market.housing","Total","Total","Total","mid","Total",0
"3036","LA05","SEN","market.housing","Total","Total","Total","low","Total",0
"3037","LA05","SS","affordable.housing","Total","Total","Total","high","Total",0
"3038","LA05","SS","affordable.housing","Total","Total","Total","mid","Total",0.1429
"3039","LA05","SS","affordable.housing","Total","Total","Total","low","Total",0
"3040","LA05","SS","market.housing","Total","Total","Total","high","Total",0
"3041","LA05","SS","market.housing","Total","Total","Total","mid","Total",0
"3042","LA05","SS","market.housing","Total","Total","Total","low","Total",0
"3043","LA06","All Phases","affordable.housing","Total","Total","Total","high","Total",1.1828
"3044","LA06","All Phases","affordable.housing","Total","Total","Total","mid","Total",1.6871
"3045","LA06","All Phases","affordable.housing","Total","Total","Total","low","Total",1.2004
"3046","LA06","All Phases","market.housing","Total","Total","Total","high","Total",1.4063
"3047","LA06","All Phases","market.housing","Total","Total","Total","mid","Total",0.7485
"3048","LA06","All Phases","market.housing","Total","Total","Total","low","Total",0.7495
"3049","LA06","AP","affordable.housing","Total","Total","Total","high","Total",0
"3050","LA06","AP","affordable.housing","Total","Total","Total","mid","Total",0.0029
"3051","LA06","AP","affordable.housing","Total","Total","Total","low","Total",0.0081
"3052","LA06","AP","market.housing","Total","Total","Total","high","Total",0
"3053","LA06","AP","market.housing","Total","Total","Total","mid","Total",0
"3054","LA06","AP","market.housing","Total","Total","Total","low","Total",0.001
"3055","LA06","EY","affordable.housing","Total","Total","Total","high","Total",0.5806
"3056","LA06","EY","affordable.housing","Total","Total","Total","mid","Total",0.69
"3057","LA06","EY","affordable.housing","Total","Total","Total","low","Total",0.4696
"3058","LA06","EY","market.housing","Total","Total","Total","high","Total",0.7813
"3059","LA06","EY","market.housing","Total","Total","Total","mid","Total",0.3564
"3060","LA06","EY","market.housing","Total","Total","Total","low","Total",0.2895
"3061","LA06","FE","affordable.housing","Total","Total","Total","high","Total",0.1237
"3062","LA06","FE","affordable.housing","Total","Total","Total","mid","Total",0.143
"3063","LA06","FE","affordable.housing","Total","Total","Total","low","Total",0.1053
"3064","LA06","FE","market.housing","Total","Total","Total","high","Total",0.0625
"3065","LA06","FE","market.housing","Total","Total","Total","mid","Total",0.0663
"3066","LA06","FE","market.housing","Total","Total","Total","low","Total",0.076
"3067","LA06","MAINSTREAM","affordable.housing","Total","Total","Total","high","Total",1.1667
"3068","LA06","MAINSTREAM","affordable.housing","Total","Total","Total","mid","Total",1.6468
"3069","LA06","MAINSTREAM","affordable.housing","Total","Total","Total","low","Total",1.164
"3070","LA06","MAINSTREAM","market.housing","Total","Total","Total","high","Total",1.4063
"3071","LA06","MAINSTREAM","market.housing","Total","Total","Total","mid","Total",0.7446
"3072","LA06","MAINSTREAM","market.housing","Total","Total","Total","low","Total",0.7407
"3073","LA06","PRU","affordable.housing","Total","Total","Total","high","Total",0
"3074","LA06","PRU","affordable.housing","Total","Total","Total","mid","Total",0.0058
"3075","LA06","PRU","affordable.housing","Total","Total","Total","low","Total",0.0061
"3076","LA06","PRU","market.housing","Total","Total","Total","high","Total",0
"3077","LA06","PRU","market.housing","Total","Total","Total","mid","Total",0
"3078","LA06","PRU","market.housing","Total","Total","Total","low","Total",0
"3079","LA06","PS","affordable.housing","Total","Total","Total","high","Total",0.3656
"3080","LA06","PS","affordable.housing","Total","Total","Total","mid","Total",0.6017
"3081","LA06","PS","affordable.housing","Total","Total","Total","low","Total",0.4231
"3082","LA06","PS","market.housing","Total","Total","Total","high","Total",0.5
"3083","LA06","PS","market.housing","Total","Total","Total","mid","Total",0.2257
"3084","LA06","PS","market.housing","Total","Total","Total","low","Total",0.2398
"3085","LA06","SEN","affordable.housing","Total","Total","Total","high","Total",0.0161
"3086","LA06","SEN","affordable.housing","Total","Total","Total","mid","Total",0.0403
